country_iso3,gdp_us_dollar,inflation_rate,gdp_growth,area,landlocked,continent,langoff_1,population,gdp_per_capita,agriculture_forestry_fishing_of_gdp,industry_of_gdp,merchandise_of_gdp,net_barter_of_trade,foreign_direct_investment_inflows
BOL,23963033431.0,9.88446419823887,5.204092308,1098581,1,America,Spanish,10212951,2346.3378439235,9.7695858816954,30.3691066361261,67.958841888504,181.1220112,858941070.400943
BRA,2616200980392.0,6.63644962213085,3.974425406,8511920,0,America,Portuguese,197514541,13245.6120301146,4.34203511988559,23.102056242361,18.8442708987175,134.179349,102427228231.42
BRN,18525319978.0,0.137911563169595,3.745318352,5765,0,Asia,Malay,393687,47055.960643203,0.575033257520491,73.672917650088,86.8756924001202,226.0161692,691170274.5029
BTN,1777101317.0,8.84898569946799,7.982617041,46620,1,Asia,Burmese,693297,2563.261223801,14.2955525913407,41.9767059830459,96.674285471351,134.9239256,31141614.8601365
BWA,15351972361.0,8.45987233408587,6.048361455,600372,1,Africa,English,2015406,7617.31004132551,2.51091768009965,35.0464653041146,85.6828014704467,82.76717855,293208060.474684
CAF,2437982840.0,1.19447572449849,4.194615337,622984,1,Africa,French,4418639,551.749691833885,37.5690227836114,26.6383554299084,20.5087590921589,76.73652007,36908455.8896
CAN,1788647906048.0,2.91213508872355,3.146881372,9976139,0,America,English,34339328,52223.696112356,1.76566446625627,27.1393405983891,51.0211014884086,117.8183923,38338330427.428
CHE,699579638413.0,0.231349207650894,1.692808513,41288,1,Europe,German,7912398,91254.0347609687,0.670935894205478,25.2795684493631,61.3594923573866,103.6055837,20764483834.5029
CHL,252251992029.0,3.34121694259299,6.110918829,756945,0,America,Spanish,17233584,14637.2334407887,3.67120659392567,34.701322001914,61.8956459942552,217.8286291,25564944876.5765
CHN,7551500124203.0,5.55389892257492,9.550832179,9572378,0,Asia,Chinese,1344130000,5618.13226711491,9.17765379535199,46.5292894700168,48.2270401920596,79.04874299,280072219149.935
CIV,25414875503.0,4.91243395052462,-4.387254789,322463,0,Africa,French,21028652,1208.58319891729,26.6908494054447,24.2013665756443,76.1561865516736,160.5544104,301972462.517861
CMR,29375448542.0,2.93969946305094,4.129277161,475442,0,Africa,French,20906392,1405.0941234837,13.4796522667294,27.1917734843232,38.5253691825243,162.0134115,653266626.571786
COG,15655384440.0,1.75958704273802,2.205919363,342000,0,Africa,French,4394842,3557.5561698838,3.98393619152519,65.8738951997526,133.272381880612,211.3521221,298288001.186385
COL,334943871932.0,3.41758959146978,6.947891982,1141748,0,America,Spanish,45662747,7335.16693447605,6.09169610822214,33.3021551703247,33.1840673361087,183.9168246,14647048638.4496
COM,1023086184.0,1.84266300756184,4.099846955,1862,0,Africa,Arabic,706578,1447.9452695898,30.5642208431509,11.6973085985464,29.6162706984114,97.90297633,23118440.5401981
CRI,42262697840.0,4.87814554580439,4.30710166,51076,0,America,Spanish,4633086,9229.83451670274,5.59987212230861,22.5898706745828,62.2693413482054,99.8176767,2733268839.98155
CYP,27565469098.0,3.28944939564212,0.4014379411,9251,0,Europe,Greek,1124837,32396.3857437121,2.1512815738882,12.7616461579395,38.0766239191744,96.55800006,40445860585.079
CZE,229562733399.0,1.91721913635547,1.760359624,78864,1,Europe,Czech,10496088,21871.2660754128,1.98251099186352,33.6505738219241,137.245272930456,102.7946126,4188736491.29368
DEU,3744408602684.0,2.07517452479837,3.925192705,357325,0,Europe,German,80274983,46644.776027968,0.910022423855418,27.0689719182049,72.8781041162014,93.15072087,97535403952.55
DMA,501025925.9,1.13123136526474,-0.2235506882,751,0,America,English,70912,7065.46037237599,12.5010164329487,12.8381025599326,50.8955698307916,106.6591703,14192972.5925926
DNK,344003137611.0,2.75868226051246,1.336777767,43094,0,Europe,Danish,5570572,61753.647131977,1.31213398990708,20.2546986056117,60.3270660381327,100.0856174,13558894634.3461
DOM,58029750744.0,5.79671466946105,3.133423005,48734,0,America,Spanish,9813219,5913.42664885493,5.63686024937601,28.3955428840411,44.6340018131851,100.2990038,2197500000.0
DZA,200254371997.0,4.52421150505276,2.9,2381741,0,Africa,Arabic,36661438,5455.67902952706,8.11059043573339,49.6247703075793,60.3640647190591,262.5470485,2571237024.68517
ECU,79276664000.0,4.47453265795836,7.868140919,275716,0,America,Spanish,15243885,5200.55510783504,9.60111666656407,37.6346398733428,58.983309388498,167.2646926,646084358.687904
EGY,235989672978.0,10.0649259874818,1.764571949,1001449,0,Africa,Arabic,84529251,2791.81076592794,13.8691050980964,35.9517175990081,37.8961498067245,148.8186622,-482700000.0
ESP,1478772824224.0,3.19614641224106,-0.8143734552,505954,0,Europe,Spanish,46742697,31636.4463142558,2.37327299407857,22.0811402539851,46.1975625200227,90.06163588,26832032514.651
EST,23391530006.0,4.9819013145361,7.443936104,45227,0,Europe,Estonian,1327439,17624.0445588254,3.64664306166828,25.4901539015155,146.04927425752,96.53669807,1119148299.05952
ETH,31952763089.0,32.0147888188887,11.17829623,1127127,1,Africa,Amharic,90139928,354.4795719088,41.2499638574537,9.6646421928884,36.8387546550886,145.3578014,628624805.998665
FIN,275243697751.0,3.42,2.547664838,336593,0,Europe,Swedish,5388272,51081.9976703127,2.32123556803604,25.0310609198073,59.3677534981451,88.13399445,-6008001205.17497
FJI,3774530616.0,7.28,2.705143029,18333,0,Pacific,English,863451,4371.44738457557,9.21771557173261,17.4133402875203,86.129914710793,113.4650597,217158525.728722
FRA,2861408170265.0,2.11159795174997,2.192700633,547026,0,Europe,French,65342789,43790.7260166781,1.6502871934041,17.978166208294,46.0088502465644,89.9334023,44205811126.5792
GAB,18210308748.0,1.2633170783742,7.091753343,267667,0,Africa,French,1684629,10809.6849503904,3.43228977977158,60.8812104603294,73.7549274185716,226.3663882,1123536918.98497
GBR,2659310054646.0,3.85611244682819,1.540147403,244110,0,Europe,English,63258810,42047.6142522206,0.696988990694164,18.7163018080994,44.7884147366718,101.0184871,27012050072.3452
GEO,15107441447.0,8.54293333333334,7.399999867,69700,0,Asia,Georgian,3756441,4021.74330617286,9.13194158257682,17.9546052192616,61.2545812776947,140.9235456,1170087549.5
GHA,39337314810.0,8.72683683123394,14.04712363,238538,0,Africa,English,25387713,1549.46271883345,23.663704967184,23.8636600934779,72.7629736251465,190.2175968,3247588000.0
GIN,6785137173.0,21.3504664236733,5.612104279,245857,0,Africa,French,10420459,651.136113367479,16.069749632643,32.6143980733776,52.1581201660178,114.8774737,956060000.0
GMB,1409694554.0,4.79588266183113,-8.130444223,11295,0,Africa,English,1848142,762.763117720034,27.202420609824,11.5126603208193,31.4252473183982,98.176995,36077136.0813735
GNB,1099818652.0,5.04610226320203,8.084779734,36125,0,Africa,Portuguese,1562996,703.66056725746,45.0224585558608,12.4017920538388,43.8254069552064,80.92461737,25024047.388377
GNQ,21357344847.0,4.80538922155687,6.52392363,28051,0,Africa,Spanish,986861,21641.6938980227,1.05350238776435,78.0648736926197,95.854617057799,228.8670846,1975000000.0
GRC,287797821676.0,3.3298640617472,-9.132494172,131621,0,Europe,Greek,11104899,25450.5341194438,3.11375165365917,14.377117800521,35.5537488915781,89.8408118,1092191387.83039
GRD,778655925.9,3.03347280334727,0.764976824,345,0,America,English,106786,7291.74166956273,4.44779251616389,13.3429542169294,47.1324994494312,96.99615811,42648183.7037037
GTM,47654783852.0,6.21412393067094,4.162048937,108889,0,America,Spanish,14521515,3228.0457411296,11.2587427520036,27.9436212267543,57.628496306513,258.2402996,876760590.0
GUY,3691384743.0,4.97773563706971,5.19629812,214970,0,America,English,752029,4908.56701446734,25.683716722514,26.4536862005812,78.5613042705898,127.8636111,246800000.0
HND,17710315006.0,6.76227957314765,3.835690662,112088,0,America,Spanish,8480670,2088.3155465311,14.2196558016976,25.8142160143128,107.863694087476,213.8256444,1042571020.7703
HRV,62537851352.0,2.27272727272727,-0.1983692635,56538,0,Europe,Serbo-Croatian,4280622,14609.5243524166,3.68296629648846,22.4199780007417,57.5667363387379,100.8375595,1248979435.63125
HTI,13008748132.0,6.33279483849046,6.154225158,27750,0,America,French,10100320,1287.95405805707,20.0431184952698,24.5925797826128,29.1111793515244,273.8508193,119000000.0
HUN,141759722464.0,3.92992098935075,1.937107794,93032,1,Europe,Hungarian,9971727,14216.1656114334,4.00038229565524,25.1366480663597,151.490138572,97.81680877,10740966550.9834
IDN,892969107923.0,5.36,6.169784208,1933658,0,Asia,Indonesian,245115988,3643.04717619274,13.5122870743946,43.9134234267133,42.6591465057498,134.2163952,20564938226.7185
IND,1823050405350.0,8.85836096636667,5.241344743,3287590,0,Asia,English,1250287939,1458.10406619626,17.1919735574898,30.1616797630696,42.0924840461063,89.99256996,36498654597.8589
IRL,237472361734.0,2.5571888318692,0.3434411125,70285,0,Europe,English,4580084,51886.5084852792,1.21045539236455,24.6723848164374,80.938521827632,95.71018889,23699352432.596
IRN,580764902917.0,26.2933856738609,2.645717918,1648100,0,Asia,Persian,74634959,7781.40580096573,5.44726700369876,47.9220542846223,33.3628976246081,184.2908369,4276718690.0
IRQ,185470085470.0,5.80145537085299,7.5464712,437072,0,Asia,Arabic,30725305,6045.4945669195,4.56377343749618,62.5480287876873,70.5406388710808,238.5196939,2082000000.0
ISL,15158548263.0,4.00102664343116,1.88162028,102819,0,Europe,Icelandic,319014,47714.5922308485,6.60042661433499,22.3658536476198,66.9311022193534,88.72937642,1106958185.40328
ISR,261468634287.0,3.47857270934193,4.783497509,21621,0,Asia,Hebrew,7765800,33610.6940289761,1.56785041493559,20.7463992737259,53.7883174443565,91.49836583,8653000000.0
ITA,2291991045770.0,2.78063272879324,0.707333347,301323,0,Europe,Italian,59379449,38599.0622070322,1.88342627816685,21.7497036250001,47.2098266699967,94.03176162,34465481829.5319
JAM,14444655300.0,7.55585646580907,1.730376267,10991,0,America,English,2825932,5111.46598710697,5.64728677796925,18.2490235366752,55.8130314128614,92.15338569,172757165.409787
JOR,29524149165.0,4.16244162927781,2.737179832,91862,0,Asia,Arabic,7662858,3852.89002548782,3.50500375059406,26.7946689561015,91.2337891894932,78.81172359,1486056338.02817
JPN,6157459594824.0,-0.267633600966946,-0.1154213398,377801,0,Asia,Japanese,127833000,48167.9972684965,1.0754189233601,26.8817083953574,27.260657973478,61.59802886,-850717035.068239
KAZ,192626507972.0,8.42488761919795,7.400000001,2717300,1,Asia,Kazakh,16557202,11634.0012021103,4.9889741557576,37.2660880953566,62.9414929838657,232.0804198,13760291528.5034
KEN,41953433591.0,14.0224939638475,6.10826372,582646,0,Africa,English,43178270,971.633036511422,26.3046046638708,18.9069378338439,48.9542767822588,92.13262128,1450460112.22249
KGZ,6197766119.0,16.6363262731496,5.956274309,198500,1,Asia,Kyrgyz,5514600,1123.8831680627,16.56531665018,27.4490880946162,100.681437159668,128.2204491,685760800.0
KHM,12829541141.0,5.47858730411899,7.069569946,181035,0,Asia,Khmer,14541421,882.275613986936,34.5573140316336,22.1418106043407,124.743354607075,67.73943785,1538883424.90021
KIR,181705002.6,1.49740979875968,1.594561102,717,0,Pacific,English,104735,1734.90239727549,25.0739372058832,12.8273246936076,55.584600625557,85.12066056,-348737.579186123
KNA,817759259.3,5.83516519570853,1.828435302,269,0,America,English,49442,16539.7690073067,1.36506714373061,21.4089992979914,35.7073303290382,69.7843723,109632707.037037
KOR,1253223044719.0,4.02584624959385,3.685667782,99484,0,Asia,Korean,49936638,25096.2638838239,2.20919995518876,34.4509672575549,86.1480328301884,51.05174842,9773000000.0
KWT,154068115942.0,4.8394034987095,9.628406975,17818,0,Asia,Arabic,3168054,48631.7834045849,0.438823407677764,72.7057014119484,82.5563415391273,220.7903647,3259067552.4562
LAO,8749241114.0,7.56898856109973,8.038652681,236800,1,Asia,Lao,6347564,1378.36201638757,20.7912551867683,30.8159701948389,52.5074111004857,110.60392,300743507.13
LBN,39927125961.0,4.97148571692381,0.8673398773,10452,0,Asia,Arabic,5202022,7675.30893971499,3.80460970717627,14.5062160702885,66.1555255083281,98.07527278,3137050288.4
LBR,2398000000.0,8.48816751849397,8.20076584,111369,0,Africa,English,4017446,596.89663532503,44.3005004170142,8.30011676396997,58.8407005838199,149.2426781,2086006933.33333
LBY,34699395524.0,15.5184815317562,-62.07591958,1759540,0,Africa,Arabic,6247438,5554.18005326459,1.0,80.0,77.9840674215495,209.0821118,0.0
LCA,1576988407.0,2.76940794144096,5.483411333,617,0,America,English,175538,8983.74373302309,2.34202618789067,11.5839152109129,54.3440900373466,99.24634389,96416427.7777778
LKA,65292753005.0,6.7167684358854,8.404733021,65610,0,Asia,Sinhala,20398496,3200.86113238282,8.83166396340375,27.9956667878927,46.7203458206856,99.79717962,955920000.0
LSO,2622336148.0,5.03663052101557,5.355154953,30355,1,Africa,English,2003793,1287.26953644869,4.54393031933864,33.1994946050199,142.357491199497,73.8478424,61173319.2085146
LTU,43582248870.0,4.13027562645087,6.03900816,65300,0,Europe,Lithuanian,3028115,14376.9478643932,3.49019426022174,28.0787490107662,137.413412785793,93.88788638,1880811089.20549
LUX,60004630234.0,3.4106834106834,2.539235768,2586,1,Europe,French,518347,115761.507705096,0.252350036648048,11.1886704688833,82.8702715202826,77.90731105,8843156716.781
LVA,28619991392.0,4.37073559939221,6.46884995,64589,0,Europe,Latvian,2059709,13776.0887766199,3.29022139171058,21.0060361029564,103.683791222843,104.8307651,1519518896.45563
MAR,101370474295.0,0.906924909691796,5.245697297,710850,0,Africa,Arabic,32781860,3046.94785427611,13.1199875133676,26.6121352019384,65.034715935211,104.8920643,2521362080.65559
MDA,8414360656.0,7.68725103356185,5.818166405,33700,0,Europe,Romanian,2859833,2942.25594861529,11.3842529585114,20.910720433661,88.039962899103,73.629551,358990000.0
MDG,11551821062.0,9.48254048582997,1.578429421,587041,0,Africa,French,21743970,531.265498542052,29.050202128158,10.9749695582762,38.9116138117537,76.8064817,815534454.532063
MDV,2774351760.0,11.2734146055937,8.566733531,298,0,Asia,Maldivian,380493,7291.46596660877,5.385634653611,10.0744819854785,65.2765098531897,87.34267166,423530663.953749
MEX,1180489601958.0,3.40737824605736,3.66300793,1967210,0,America,Spanish,115695468,10203.4212952716,3.08846155393052,33.556801094017,60.1984972016312,118.426444,23835278742.0
MKD,10494632699.0,3.90475422069738,2.339886045,25713,1,Europe,Macedonian,2072484,5063.88590630977,9.35099292094117,21.5924220032487,109.62548418091,86.30003013,507920732.789
MLI,12995074801.0,2.95564395229391,3.21313378,1240142,1,Africa,French,15514593,837.605820999201,34.5586305785061,20.6490800268912,44.0627166578842,185.7572616,556147161.584486
MLT,9638916472.0,2.96298528192878,0.4670505643,316,0,Europe,English,416268,23155.5547893882,0.991911789935635,16.3378778862183,110.790460950395,136.1128881,7806911229.55319
MMR,59977326086.0,5.02146014620726,5.591482378,678500,0,Asia,Burmese,50990612,1061.92341090353,32.4961825024034,31.2916488307023,33.7167725169205,107.90628,2519813313.27459
MNG,10409797649.0,8.41121495327101,17.29077758,1565500,1,Asia,Mongolian,2770357,3757.56541460408,10.3073568180221,31.3337485626924,109.665916520104,207.0824438,4571161962.80891
MOZ,14381552433.0,11.1666056127874,7.417384316,801590,0,Africa,Portuguese,24187500,594.586147098683,25.7515292714485,16.5265916451718,68.9494409329661,101.7156638,3663937118.45157
MRT,6764635687.0,5.68631959575963,4.172783283,1030700,0,Africa,Arabic,3598646,1879.77247186677,14.5158947387598,44.107903772358,77.1068870742465,163.9744581,588749564.2399
MUS,11518393367.0,6.52249254869339,4.077538074,2045,0,Africa,English,1252404,9197.04299089459,3.70364769678842,21.5997725671184,66.9710290128143,98.68258119,433331010.9385
MWI,8004000737.0,7.62282262848515,4.854055109,118484,1,Africa,English,14962118,534.951050199388,28.7723804157092,15.4137365919801,48.138426350224,101.9605141,812751769.848633
MYS,297951960784.0,3.17447092151309,5.293912834,329758,0,Asia,Malay,28650962,10399.3702125714,11.4533531198278,39.8242687277964,139.471812471414,114.7991949,15119439203.9543
NAM,12343501808.0,5.00559518081198,5.091338117,825518,0,Africa,English,2156698,5806.74824519587,8.11362715866322,29.3288911332516,87.8355554892372,124.8830323,803600584.603823
NER,8772951262.0,2.94238514013317,2.357756936,1267000,1,Africa,French,17114770,512.595335012861,33.6467642815211,22.7795105220039,39.2114340697603,182.0304457,1067186136.05029
NGA,404993594134.0,10.8400275418866,5.307924204,923768,0,Africa,English,162805080,2487.59801680379,22.2347109927204,28.2777998870502,42.4698075454665,219.1989891,8841062050.7726
NIC,9774262742.0,8.0823879809911,6.316709606,130670,0,America,Spanish,5903035,1655.81805473253,18.884220035313,23.1573616566978,107.301231573617,278.5234735,936300000.0
NLD,904085980796.0,2.3410701775137,1.551189312,41863,0,Europe,Dutch,16693074,54159.3466126142,1.57897407431895,20.0661480812905,139.529538870774,91.78790653,332071022439.732
NOR,498283438454.0,1.28495158809159,0.9814694973,323752,0,Europe,Norwegian,4953088,100600.562407589,1.34465673332777,37.0265440080382,50.4118701555134,157.4123989,10296323075.6966
NPL,18913574371.0,9.22707546125953,3.421828241,147181,1,Asia,Nepali,27041220,799.583376878379,30.7373089937796,13.5851934741107,30.9549984678486,71.99152515,94022157.1167852
NZL,168510189201.0,4.02790667392038,2.358784916,268676,0,Pacific,English,4384000,38387.6270784076,6.28423893909166,20.9947189297031,44.4312775672448,130.9674814,1378410924.39879
OMN,67872692582.0,4.04218867116396,2.658868673,212379,0,Asia,Arabic,3251102,20876.5850396107,1.25647475829366,71.5049154509604,104.772361275533,230.3003528,1629144343.30299
PAK,213587413184.0,11.9160927116277,2.748405917,882872,0,Asia,Urdu,183340168,1164.97882332035,25.1291827073544,20.5017880943991,32.4902104321192,50.45370633,1326000000.0
PAN,34686200000.0,5.87580243678762,11.31373175,75648,0,America,Spanish,3706479,9358.26157385486,3.22923814081681,19.8372839919046,104.816901246029,180.4503124,4395600000.0
PER,171761737047.0,3.36931095333853,6.327192402,1285216,0,America,Spanish,29264314,5869.32388186462,7.10011013658205,37.2361002771383,48.9765657046099,203.2808837,7682261108.57854
PHL,234216730704.0,4.71841704718416,3.858232828,300000,0,Asia,English,95570049,2450.73569408545,14.0957351510823,31.3386827828469,47.818063289947,75.11144806,2007150725.40003
PLW,196911100.0,4.67469879518072,6.683682862,487,0,Pacific,English,17748,11094.8332206446,3.75859969295789,8.17424716026674,68.5588572711239,84.0194668,8326127.02949998
PNG,17984910496.0,4.44083401028976,1.107543597,462840,0,Pacific,English,7472196,2406.91096725754,19.1997113715188,31.3362203529409,62.1632228796478,226.4494699,36419303.6839465
POL,528301269070.0,4.23940149625935,4.757638004,312685,0,Europe,Polish,38063255,13879.5609852546,3.08506431236907,29.5788982086579,75.5805490876543,99.34090465,18534000000.0
PRT,244797226567.0,3.65301100430729,-1.696164781,92389,0,Europe,Portuguese,10557560,23186.9131283278,1.83401602752623,19.3449680402193,58.2167543311327,90.98701987,9821076889.908
PRY,33715524704.0,8.25396825396825,4.249111045,406752,1,America,Spanish,6333981,5329.38743682686,14.1250204425197,33.7057682962777,59.6304586516203,113.2161519,463994000.0
QAT,167775268614.0,1.13836623529203,13.37517641,11437,0,Asia,Arabic,2035862,82409.9416434106,0.0966060405058313,73.2142657935366,81.5233384096972,213.0959302,938516483.516483
RUS,2045925608274.0,8.44046485932559,4.300029186,17075400,0,Asia,Russian,142960908,14311.0843159612,3.1507257212962,29.4135888383738,41.3427544275876,194.4982951,55083630000.0
RWA,6884889636.0,3.1,7.958406046,26338,1,Africa,French,10293333,668.494672193863,23.8500827456247,18.1489624599224,36.3753245066492,181.854096,112127535.812557
SAU,671238840108.0,5.82621608838853,9.996846552,2153168,0,Asia,Arabic,28267591,23745.8805777495,2.17142778334318,63.6763624880147,73.9356798723291,148.2665575,16308280000.0
SEN,17902207622.0,3.40322829786967,1.458388671,196722,0,Africa,French,13033814,1366.77450070807,12.9470610352017,23.3061329625455,47.4394575995592,106.0818813,338661995.579347
SGP,279351168707.0,5.2477933984048,6.337870814,646,0,Asia,English,5183688,53890.4287270504,0.0346645211472078,25.2604463868213,277.526313416792,81.87670111,49155657316.2946
SLE,2942546781.0,6.78819444444446,6.315045036,73326,0,Africa,English,6563238,448.337662148696,54.5934658718491,7.869629662271,70.245272337373,65.86315799,950477791.380298
SLV,20283790000.0,5.12892376681616,3.815356138,21041,0,America,Spanish,6210567,3266.01258790059,7.33018829321345,26.195498967402,75.2965791895893,80.5127644,122500004.314785
STP,231488665.2,14.3271667616801,4.398201685,964,0,Africa,Portuguese,184521,1254.54159767468,11.3001321587146,16.6680981670923,62.6378924213075,115.9719663,32152348.5469533
SUR,4422276622.0,17.7117796414557,5.849367784,163820,0,America,Dutch,535177,8263.20380320348,8.73235538333795,35.1093274287296,92.8254912814835,140.5565891,145288761.2
SVK,99122802874.0,3.91928599146294,2.847218178,49036,1,Europe,Slovak,5398384,18361.5694760083,2.1627257821802,31.0354117998344,161.338254531613,91.96647031,5431592591.915
SVN,51516366655.0,1.80285171941907,0.8613277327,20256,0,Europe,Slovenian,2052843,25095.1322896197,2.14260566834084,26.8088279393627,136.292608658633,94.35868968,875946337.676014
SWE,574094112973.0,2.96115073822139,3.195333235,449964,0,Europe,Swedish,9449213,60755.7595508465,1.67048248278859,23.6323618761744,63.4023223326953,92.83549928,6979353755.44351
SWZ,4820499497.0,6.10742714590245,2.247229761,17364,1,Africa,Swati,1072029,4496.61296226253,9.71988478106542,36.7774895543568,80.0746893998211,119.0191438,98708321.7157849
SYC,1065826670.0,2.5592677223095,7.887279597,455,0,Africa,English,87441,12189.0951601357,2.22137693240376,13.7073969384662,143.738193391937,83.22307843,143240665.103455
TCD,12172309523.0,2.02924053678257,0.08286979844,1284005,1,Africa,French,12360986,984.736130484829,51.1962001303935,12.6090044327778,66.5444793771431,217.8429308,281900000.0
TGO,3872459250.0,3.56351472903955,6.398199052,56785,0,Africa,French,6595939,587.097492827983,29.8750736235753,17.1220637287378,86.9215086051715,115.1477638,728710878.416044
THA,370819140947.0,3.80879058139634,0.8401320831,513115,0,Asia,Thai,67518379,5492.12149993341,11.5917917775207,37.9813982711097,121.720523608315,93.82092079,2473685995.7
TJK,6522732203.0,12.4315490430408,7.400640543,143095,1,Asia,Tajik,7697507,847.382432066315,23.8355098416752,22.4687490647166,68.4222479390511,102.3762515,145883670.0
TKM,29233333333.0,5.3,14.69999993,488100,1,Asia,Turkmen,5174076,5649.96210595541,8.88435455800276,65.8692912440737,70.4675028506271,223.4511001,3391067000.0
TON,414523388.5,6.27075302995689,6.818276144,748,0,Pacific,Tongan,103558,4002.81377065344,17.049495008416,19.1712720931761,49.9368686453048,102.4640609,7641551.95808181
TTO,25433011405.0,5.10713289264559,-0.294354409,5130,0,America,English,1336180,19034.1207062684,0.456542570355529,57.0510122828478,96.1545591683343,139.9827214,41047454.4570203
TUN,45810626509.0,3.24002842009523,-1.91717768,164150,0,Africa,Arabic,10741872,4264.6781221604,8.53467551114708,29.8067053069984,91.2430219468401,112.7946423,432666011.578487
TUR,838785707000.0,6.47187967115097,11.20011058,780576,0,Europe,Turkish,73443254,11420.5554558378,8.17395626522538,26.8375169369019,44.7980072656482,89.02036285,16182000000.0
TZA,34657139495.0,12.6909694699163,7.672155435,945090,0,Africa,English,45673520,781.433895673281,24.9768644464588,26.3820840879288,44.821933449125,153.9072005,1229361018.44368
UGA,27752712167.0,15.1251539449716,9.391655493,241038,1,Africa,English,33476772,828.994112767086,28.821123716599,25.6551974840714,28.0700015655905,121.3141492,894293858.0
UKR,163159671670.0,7.95572466274646,5.465501846,603677,0,Europe,Ukrainian,45706086,3569.75812083898,8.19659520719759,25.1092507563514,92.5804755879079,106.5521884,7207000000.0
URY,47962439303.0,8.09283206302989,5.162133022,176215,0,America,Spanish,3368926,14236.7149957359,8.82916199388321,22.7051202488207,38.8595748476717,104.9166011,2690094196.66277
USA,15542581104000.0,3.15684156862206,1.550835504,9529106,0,America,English,311583481,49882.5581321495,1.21648753662505,19.4169009561953,24.1178217113198,94.59459459,263497000000.0
UZB,56516280748.0,12.4,7.784905864,447400,1,Asia,Uzbek,29339400,1926.29299673401,31.6232422641087,21.0597346344211,41.9808233766003,189.1797913,1615052149.82
